"ID","MS.SubClass","Lot.Frontage","Lot.Area","Alley","Lot.Shape","Land.Contour","House.Style","Overall.Qual","Overall.Cond","Year.Built","Mas.Vnr.Area","Exter.Cond","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating.QC","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.Qual","Functional","Garage.Type","Garage.Cars","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Misc.Feature","Misc.Val","Mo.Sold","Sale.Condition","SalePrice","is.miss.Lot.Frontage","is.miss.Mas.Vnr.Area"
139,90,70,8267,"NA","Reg","Lvl","1Story",5,5,1958,0,"TA",0,1604,1604,"TA",1604,0,0,1604,0,0,2,0,4,"TA","Typ","Attchd",2,"TA","Y",42,0,0,0,0,"NA",0,3,"Normal",13.5,0,0
140,20,70,8197,"NA","Reg","Lvl","1Story",7,5,2003,506,"TA",0,292,1480,"Ex",1480,0,0,1480,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",252,73,0,0,0,"Shed",300,2,"Normal",21.4,0,0
143,20,70,8400,"NA","Reg","Lvl","1Story",5,6,1957,0,"Gd",0,392,1314,"TA",1314,0,0,1314,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",250,0,0,0,0,"NA",0,6,"Normal",14.5,0,0
144,20,73,8760,"NA","Reg","Lvl","1Story",6,6,1959,220,"TA",0,1194,1194,"TA",1194,0,0,1194,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,120,0,0,"NA",0,4,"Normal",14.8,0,0
145,20,0,12160,"NA","IR1","Lvl","1Story",5,5,1959,180,"TA",0,188,1188,"Fa",1188,0,0,1188,1,0,1,0,3,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,5,"Abnorml",14.2,1,0
147,20,87,10725,"NA","IR1","Lvl","1Story",5,5,1959,91,"TA",0,270,1206,"Fa",1206,0,0,1206,0,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,21,0,0,0,"NA",0,5,"Normal",10.8538,0,0
148,20,80,10032,"NA","Reg","Lvl","1Story",6,5,1959,432,"TA",0,510,1244,"Ex",1580,0,0,1580,1,0,1,1,3,"TA","Typ","Attchd",2,"TA","Y",0,28,0,0,160,"NA",0,6,"Normal",15.95,0,0
149,50,60,8382,"NA","Reg","Lvl","1.5Fin",4,5,1956,0,"TA",0,832,832,"TA",832,505,0,1337,0,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,2,"Normal",10.8,0,0
150,20,60,10950,"NA","Reg","Lvl","1Story",5,7,1952,0,"TA",0,525,864,"TA",1064,0,0,1064,0,1,1,0,2,"Fa","Typ","Detchd",1,"TA","Y",0,0,0,0,0,"NA",0,5,"Normal",13.5,0,0
151,20,119,10895,"NA","Reg","Lvl","1Story",5,6,1955,0,"Gd",0,324,972,"TA",972,0,0,972,0,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,205,0,0,"NA",0,6,"Normal",12.25,0,0
153,20,68,7922,"NA","Reg","Lvl","1Story",5,7,1953,0,"Gd",0,326,1057,"TA",1057,0,0,1057,1,0,1,0,3,"Gd","Typ","Detchd",1,"TA","Y",0,52,0,0,0,"NA",0,1,"Abnorml",10.9,0,0
158,50,78,17503,"NA","Reg","Lvl","1.5Fin",6,5,1948,0,"TA",0,912,912,"TA",912,546,0,1458,0,1,1,0,3,"TA","Typ","Attchd",1,"TA","Y",192,0,0,0,0,"NA",0,1,"Abnorml",9.75,0,0
161,80,96,11275,"NA","Reg","Lvl","SLvl",7,7,1967,300,"Gd",0,710,710,"Ex",1898,1080,0,2978,0,0,2,1,5,"Gd","Typ","BuiltIn",2,"TA","Y",240,0,0,0,0,"NA",0,6,"Normal",24.2,0,0
162,50,60,8064,"NA","Reg","Lvl","1.5Fin",6,8,1948,0,"TA",174,161,816,"TA",816,408,0,1224,1,0,1,0,3,"TA","Typ","Detchd",1,"TA","Y",414,0,0,0,0,"NA",0,5,"Normal",13.2,0,0
163,20,75,7500,"NA","Reg","Lvl","1Story",5,7,1959,0,"TA",906,0,1246,"Ex",1246,0,0,1246,1,0,1,1,3,"Gd","Typ","Attchd",1,"TA","Y",218,0,0,0,0,"NA",0,5,"Normal",15.4,0,0
164,50,71,8520,"NA","Reg","Lvl","1.5Fin",5,4,1952,0,"Fa",0,403,910,"Fa",910,475,0,1385,0,0,2,0,4,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,6,"Normal",16.6,0,0
165,20,60,7200,"NA","Reg","Lvl","1Story",5,7,1951,0,"TA",486,180,900,"TA",900,0,0,900,0,1,1,0,3,"Gd","Typ","Detchd",2,"TA","Y",222,32,0,0,0,"NA",0,5,"Normal",13.48,0,0
166,20,87,10000,"NA","IR1","Lvl","1Story",6,6,1962,261,"TA",0,1116,1116,"TA",1116,0,0,1116,0,0,1,1,3,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,385,"NA",0,2,"Normal",16,0,0
167,20,81,7635,"NA","IR1","Lvl","1Story",5,6,1960,0,"TA",350,237,1175,"Ex",1175,0,0,1175,0,0,1,1,3,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,6,"Normal",14.8,0,0
168,20,80,9760,"NA","Reg","Lvl","1Story",6,7,1963,218,"TA",263,415,1395,"TA",1395,0,0,1395,1,0,1,0,2,"TA","Min1","Attchd",2,"TA","Y",657,0,113,0,240,"NA",0,5,"Normal",19.2,0,0
169,60,70,7700,"NA","Reg","Lvl","2Story",6,5,1966,351,"TA",0,756,756,"TA",1051,788,0,1839,0,0,1,1,4,"TA","Typ","Attchd",2,"TA","Y",0,124,216,0,0,"NA",0,6,"Normal",15.5,0,0
170,50,60,4800,"NA","Reg","Lvl","1.5Fin",4,5,1900,771,"TA",0,661,709,"TA",1157,687,0,1844,1,0,1,0,3,"TA","Min2","Basment",1,"TA","Y",84,0,0,0,0,"NA",0,1,"Abnorml",8.04,0,0
171,50,55,8800,"Grvl","Reg","Lvl","1.5Fin",4,7,1910,0,"TA",0,576,576,"Gd",792,348,0,1140,0,0,1,0,3,"TA","Min2","NA",0,"NA","N",0,160,0,0,0,"NA",0,6,"Normal",9.65,0,0
172,30,56,4485,"Grvl","Reg","Lvl","1Story",5,7,1920,0,"TA",0,357,936,"TA",936,0,0,936,1,0,1,0,2,"TA","Typ","NA",0,"NA","P",51,0,135,0,0,"NA",0,5,"Normal",10.95,0,0
173,30,56,8960,"Grvl","Reg","Lvl","1Story",5,6,1927,0,"TA",0,1008,1008,"Gd",1028,0,0,1028,0,0,1,0,2,"TA","Typ","Detchd",2,"TA","Y",0,0,130,0,0,"NA",0,3,"Normal",11.5,0,0
174,20,69,5805,"Grvl","Reg","Bnk","1Story",5,7,1957,0,"TA",1073,0,1347,"Gd",1347,0,0,1347,1,1,1,0,3,"Gd","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,6,"Normal",14.3,0,0
175,50,60,5790,"NA","Reg","Lvl","2Story",3,6,1915,0,"Gd",0,840,840,"Gd",840,765,0,1605,0,0,2,0,3,"TA","Typ","Detchd",1,"TA","Y",0,0,202,0,0,"NA",0,5,"Normal",10.74,0,0
177,30,60,7200,"NA","Reg","Lvl","1Story",5,7,1940,294,"Gd",0,278,788,"TA",804,0,0,804,1,0,1,0,2,"Gd","Typ","Attchd",1,"TA","Y",0,0,154,0,0,"NA",0,2,"Abnorml",11.9,0,0
180,50,69,11851,"NA","Reg","Lvl","1.5Fin",5,7,1948,0,"Gd",0,247,1027,"Ex",1027,606,0,1633,0,0,1,0,3,"Gd","Typ","Detchd",1,"TA","Y",0,100,126,0,0,"NA",0,6,"Normal",12.9,0,0
181,50,0,8239,"NA","Reg","Lvl","1.5Fin",5,6,1920,0,"TA",0,832,1008,"TA",1060,185,0,1245,0,0,1,0,3,"TA","Typ","Detchd",1,"TA","Y",0,0,334,0,0,"NA",0,3,"Normal",10,1,0
184,70,60,9600,"Grvl","Reg","Lvl","2Story",8,9,1900,0,"Gd",0,930,930,"TA",930,636,0,1566,0,0,2,0,3,"Gd","Typ","Detchd",1,"TA","Y",54,228,246,0,0,"NA",0,4,"Abnorml",15,0,0
185,50,60,10800,"NA","Reg","Lvl","1.5Fin",5,6,1915,0,"Gd",0,0,686,"TA",966,686,0,1652,1,0,2,0,4,"TA","Typ","Detchd",1,"TA","Y",0,0,196,0,0,"Shed",1200,6,"Normal",13.9,0,0
187,190,100,9045,"NA","Reg","Lvl","2Story",5,3,1910,0,"Fa",0,840,840,"Fa",1128,1128,0,2256,0,0,2,0,4,"Fa","Typ","NA",0,"NA","N",0,18,18,0,0,"NA",0,6,"Abnorml",7.65,0,0
188,20,90,7407,"NA","Reg","Lvl","1Story",6,7,1957,0,"TA",0,312,912,"TA",1236,0,0,1236,1,0,1,0,2,"TA","Typ","Attchd",2,"TA","Y",0,158,158,0,0,"NA",0,4,"Normal",14.97,0,0
189,70,60,7740,"NA","Reg","Lvl","2Story",4,7,1910,0,"TA",0,622,622,"Gd",741,622,0,1363,0,0,1,0,3,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,168,"NA",0,6,"Normal",12.55,0,0
192,50,53,5830,"NA","Reg","Lvl","1.5Fin",5,6,1950,0,"Gd",0,200,988,"Ex",1030,582,0,1612,0,0,1,1,3,"TA","Typ","Detchd",1,"TA","Y",0,0,0,0,0,"NA",0,3,"Normal",12.85,0,0
193,75,0,7793,"NA","IR1","Bnk","2.5Unf",7,7,1922,0,"TA",0,634,1108,"TA",1160,908,0,2068,0,0,1,1,3,"Gd","Typ","Detchd",1,"TA","Y",0,0,60,0,0,"NA",0,5,"Normal",20.95,1,0
194,30,50,5000,"NA","Reg","Lvl","1Story",4,7,1925,0,"TA",0,577,765,"TA",765,0,0,765,1,0,1,0,2,"Gd","Typ","Detchd",1,"TA","P",135,0,41,0,0,"NA",0,4,"Normal",8.7,0,0
195,50,50,6000,"NA","Reg","Lvl","1.5Fin",6,7,1939,0,"TA",12,144,608,"TA",608,524,0,1132,1,0,1,0,2,"TA","Typ","Detchd",1,"TA","Y",0,0,128,0,0,"NA",0,4,"Abnorml",13.4,0,0
196,50,50,6000,"NA","Reg","Lvl","1.5Fin",6,6,1940,0,"Gd",0,308,572,"Ex",848,348,0,1196,0,1,1,1,3,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,3,"Normal",12.8,0,0
197,50,53,6360,"NA","Reg","Lvl","1.5Fin",5,6,1942,300,"TA",159,316,835,"TA",955,498,0,1453,0,0,1,1,3,"Gd","Min2","Detchd",1,"TA","Y",0,0,35,0,148,"NA",0,3,"Normal",13.2,0,0
201,30,51,6120,"NA","Reg","Lvl","1Story",6,5,1923,0,"TA",0,164,1124,"TA",1068,0,0,1068,1,0,1,0,2,"TA","Typ","Detchd",1,"TA","Y",0,0,128,0,0,"NA",0,3,"Normal",10.95,0,0
202,70,50,10300,"NA","IR1","Bnk","2Story",7,6,1921,0,"TA",0,576,576,"Gd",902,808,0,1710,0,0,2,0,3,"TA","Typ","Detchd",2,"TA","Y",12,11,64,0,0,"NA",0,4,"Normal",14,0,0
205,70,52,3068,"Grvl","Reg","Lvl","2Story",6,8,1920,0,"Gd",0,662,662,"Ex",662,662,0,1324,0,1,1,0,3,"TA","Typ","Detchd",1,"TA","Y",0,0,112,0,0,"NA",0,2,"Normal",12.2,0,0
206,90,110,8472,"NA","IR2","Bnk","1Story",5,5,1963,0,"TA",712,0,816,"TA",816,0,0,816,1,0,1,0,2,"TA","Typ","CarPort",2,"TA","Y",106,0,0,0,0,"NA",0,5,"Normal",11,0,0
209,70,0,24090,"NA","Reg","Lvl","2Story",7,7,1940,0,"Gd",0,1032,1032,"Ex",1207,1196,0,2403,0,0,2,0,4,"TA","Typ","Attchd",1,"TA","Y",56,0,318,0,0,"NA",0,6,"Normal",24.44,1,0
210,20,100,15263,"NA","IR1","Lvl","1Story",5,5,1959,90,"TA",0,656,1422,"Gd",1675,0,0,1675,0,0,2,0,3,"TA","Typ","Attchd",1,"TA","Y",0,132,0,0,0,"NA",0,5,"Normal",17.3,0,0
211,50,72,10632,"NA","IR1","Lvl","1.5Fin",5,3,1917,0,"TA",0,689,689,"Gd",725,499,0,1224,0,0,1,1,3,"Po","Mod","Detchd",1,"Fa","N",0,0,248,0,0,"NA",0,1,"Normal",10.75,0,0
212,190,60,9900,"NA","Reg","Lvl","1.5Fin",5,4,1915,0,"Fa",0,186,1212,"TA",1212,180,0,1392,1,0,1,0,3,"TA","Typ","NA",0,"NA","N",0,0,168,0,0,"NA",0,2,"Normal",10,0,0
214,70,0,6449,"NA","IR1","Lvl","2Story",4,1,1907,0,"TA",0,634,707,"TA",942,942,0,1884,0,0,1,1,4,"TA","Typ","NA",0,"NA","N",0,0,239,0,0,"NA",0,3,"Abnorml",9.3369,1,0
216,50,54,6342,"NA","Reg","Lvl","1.5Fin",5,8,1875,0,"Gd",0,780,780,"Gd",780,240,0,1020,0,0,1,0,2,"TA","Typ","NA",0,"NA","N",0,0,176,0,0,"NA",0,5,"Normal",9.4,0,0
218,90,72,10778,"NA","Reg","Lvl","1Story",4,5,1968,0,"TA",0,1768,1768,"TA",1768,0,0,1768,0,0,2,0,4,"TA","Typ","NA",0,"NA","Y",0,0,0,0,0,"NA",0,4,"Normal",13.65,0,0
219,190,75,11625,"NA","Reg","Lvl","1Story",5,4,1965,0,"TA",0,198,1039,"Ex",1039,0,0,1039,1,0,1,1,3,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,4,"Normal",13.15,0,0
220,20,0,11341,"NA","IR1","Lvl","1Story",5,6,1957,180,"TA",0,90,1392,"TA",1392,0,0,1392,1,0,1,1,3,"TA","Mod","Detchd",2,"TA","Y",0,0,0,0,95,"NA",0,5,"Normal",12.15,1,0
221,20,70,8521,"NA","Reg","Lvl","1Story",5,5,1967,0,"TA",0,70,912,"TA",912,0,0,912,0,0,1,0,3,"TA","Typ","Detchd",1,"TA","Y",0,0,0,0,0,"NA",0,5,"Normal",12.5,0,0
223,20,65,7800,"NA","Reg","Lvl","1Story",5,7,1966,47,"TA",474,150,864,"Ex",892,0,0,892,1,0,1,0,3,"Gd","Typ","Detchd",1,"TA","Y",0,0,0,0,0,"NA",0,6,"Normal",13.79,0,0
224,60,80,9364,"NA","Reg","Lvl","2Story",6,7,1969,143,"TA",0,292,663,"TA",663,689,0,1352,0,0,1,1,4,"TA","Typ","Attchd",1,"TA","Y",379,36,0,0,0,"NA",0,3,"Normal",15.8,0,0
225,20,65,7832,"NA","Reg","Lvl","1Story",5,5,1968,0,"TA",0,89,864,"Ex",864,0,0,864,1,0,1,0,2,"TA","Typ","Detchd",1,"TA","Y",226,0,0,0,0,"NA",0,5,"Normal",13.725,0,0
226,90,0,7424,"NA","IR1","Lvl","SFoyer",5,5,1978,0,"TA",0,0,1319,"TA",1373,0,0,1373,1,0,1,0,3,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,5,"Normal",16.025,1,0
227,60,86,11227,"NA","Reg","Lvl","2Story",5,5,1968,0,"Gd",453,0,720,"Ex",720,720,0,1440,0,0,1,1,4,"TA","Typ","Attchd",2,"TA","Y",192,38,0,0,0,"NA",0,3,"Normal",16.3,0,0
229,60,80,14000,"NA","Reg","Lvl","2Story",7,5,1996,0,"TA",0,105,1306,"Ex",1306,954,0,2260,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",296,44,0,0,0,"NA",0,4,"Normal",32.8,0,0
230,20,0,20062,"NA","IR1","Low","1Story",7,7,1977,0,"Gd",0,328,1420,"Gd",1483,0,0,1483,1,0,1,1,1,"TA","Typ","Attchd",2,"TA","Y",496,0,0,0,0,"NA",0,4,"Normal",27,1,0
231,30,94,9259,"NA","Reg","Lvl","1Story",4,4,1927,0,"TA",0,660,660,"TA",756,0,0,756,0,0,1,0,2,"TA","Typ","Detchd",2,"TA","N",80,0,0,0,0,"NA",0,6,"Normal",8.5,0,0
232,20,60,9600,"NA","Reg","Lvl","1Story",4,7,1950,0,"TA",0,625,1067,"TA",1067,0,0,1067,0,0,2,0,2,"Gd","Min2","Attchd",2,"TA","Y",290,0,0,0,0,"NA",0,2,"Normal",12.8,0,0
233,40,0,23595,"NA","Reg","Low","1Story",7,6,1979,0,"TA",0,74,1332,"TA",1332,192,0,1524,2,0,0,1,0,"Gd","Typ","Attchd",2,"TA","Y",268,0,0,0,0,"NA",0,4,"Normal",26,1,0
235,50,124,18600,"NA","Reg","Lvl","1.5Fin",3,4,1938,0,"TA",684,0,972,"TA",1052,558,0,1610,0,1,2,0,4,"Fa","Typ","Attchd",1,"TA","Y",0,0,60,0,0,"Shed",450,6,"Normal",12.4,0,0
238,20,68,9571,"NA","Reg","Lvl","1Story",5,6,1956,0,"TA",0,405,1144,"TA",1144,0,0,1144,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",44,0,0,0,0,"NA",0,6,"Normal",12.9,0,0
239,50,50,9350,"NA","Reg","Bnk","1.5Fin",4,6,1947,0,"TA",0,564,756,"Ex",1169,0,362,1531,0,0,1,0,3,"TA","Typ","Detchd",1,"TA","Y",0,0,0,0,0,"NA",0,6,"Normal",12.7,0,0
240,20,75,9525,"NA","Reg","Lvl","1Story",5,7,1954,0,"TA",0,218,1172,"TA",1172,0,0,1172,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",240,0,0,0,0,"NA",0,6,"Normal",12.8,0,0
241,20,83,10420,"NA","Reg","Lvl","1Story",6,5,2009,0,"TA",0,1176,1212,"Ex",1212,0,0,1212,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",100,22,0,0,0,"NA",0,3,"Normal",18.6,0,0
242,20,44,17485,"NA","IR2","Lvl","1Story",7,5,2009,96,"TA",0,162,1508,"Ex",1508,0,0,1508,1,0,1,0,1,"Gd","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,1,"Partial",30.803,0,0
243,20,0,11200,"NA","IR1","Lvl","1Story",5,3,1964,0,"Fa",0,1250,1250,"Ex",1298,0,0,1298,0,0,2,0,3,"TA","Typ","Detchd",2,"Fa","N",0,144,0,0,0,"NA",0,6,"Normal",11.4,1,0
244,20,60,11100,"NA","Reg","Low","1Story",4,7,1946,0,"TA",0,0,0,"Ex",930,0,0,930,0,0,1,0,2,"Gd","Typ","Detchd",1,"TA","Y",0,0,0,0,0,"NA",0,4,"Abnorml",8.49,0,0
246,20,83,11980,"NA","Reg","Low","1Story",7,5,1987,177,"TA",0,0,1433,"Ex",1433,0,0,1433,1,0,1,1,1,"Gd","Typ","Attchd",2,"Gd","Y",0,278,0,0,266,"NA",0,6,"Normal",27,0,0
247,60,87,12361,"NA","IR1","Lvl","2Story",6,7,1993,85,"Gd",0,86,946,"Ex",964,838,0,1802,0,1,2,1,3,"Gd","Typ","2Types",4,"TA","Y",450,92,0,0,0,"NA",0,5,"Normal",21.8,0,0
248,60,80,9938,"NA","Reg","Lvl","2Story",7,5,1993,246,"TA",0,300,1050,"Ex",1062,887,0,1949,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",156,90,0,0,0,"NA",0,6,"Normal",23.6,0,0
249,85,73,9069,"NA","Reg","Lvl","SFoyer",6,6,1992,0,"TA",0,189,936,"Ex",996,0,0,996,1,0,1,0,2,"Gd","Typ","Attchd",2,"TA","Y",120,0,0,0,0,"NA",0,4,"Normal",14.7,0,0
251,20,64,6762,"NA","Reg","Lvl","1Story",7,5,2006,24,"TA",0,501,1187,"Ex",1208,0,0,1208,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",105,61,0,0,0,"NA",0,2,"Normal",20.6,0,0
252,20,94,10402,"NA","IR1","Lvl","1Story",7,5,2009,0,"TA",0,1226,1226,"Ex",1226,0,0,1226,0,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",0,36,0,0,0,"NA",0,5,"Normal",19.89,0,0
254,60,90,12376,"NA","Reg","Lvl","2Story",7,5,1990,0,"TA",0,203,1673,"Gd",1699,1523,0,3222,1,0,3,0,5,"Gd","Typ","Attchd",3,"TA","Y",367,0,0,0,0,"NA",0,5,"Normal",32,0,0
255,50,82,14235,"NA","IR1","Lvl","1.5Fin",6,8,1900,0,"TA",0,676,676,"TA",831,614,0,1445,0,0,2,0,3,"TA","Typ","Detchd",2,"TA","N",0,59,0,0,0,"NA",0,3,"Normal",13.85,0,0
257,85,82,11105,"NA","Reg","Lvl","SFoyer",5,5,1996,0,"Gd",0,0,870,"Gd",965,0,0,965,1,0,1,0,2,"TA","Typ","Attchd",2,"TA","Y",71,0,0,0,0,"NA",0,7,"Normal",15.9,0,0
259,60,70,8750,"NA","Reg","Lvl","2Story",6,5,1998,116,"TA",0,299,804,"Ex",804,878,0,1682,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",0,77,0,0,0,"NA",0,6,"Normal",20.05,0,0
262,20,75,10650,"NA","Reg","Lvl","1Story",5,6,1976,0,"TA",712,0,894,"TA",894,0,0,894,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",365,0,0,0,0,"NA",0,2,"Normal",12.82,0,0
265,20,0,11423,"NA","Reg","Lvl","1Story",8,5,2001,479,"TA",0,223,1581,"Ex",1601,0,0,1601,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",180,0,0,0,0,"Shed",2000,5,"Normal",27.2,1,0
266,60,44,9548,"NA","IR1","Lvl","2Story",7,6,2003,223,"TA",0,458,941,"Ex",941,888,0,1829,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",192,39,0,0,0,"NA",0,1,"Normal",23.7,0,0
267,60,75,9375,"NA","Reg","Lvl","2Story",7,5,1997,0,"TA",0,1040,1040,"Ex",1044,1054,0,2098,0,0,2,1,4,"Gd","Typ","Attchd",2,"TA","Y",331,38,0,0,0,"NA",0,4,"Normal",24,0,0
269,120,0,4435,"NA","Reg","Lvl","1Story",6,5,2003,170,"TA",0,176,848,"Ex",848,0,0,848,1,0,1,0,1,"Gd","Typ","Attchd",2,"TA","Y",140,0,0,0,0,"NA",0,4,"Normal",14.375,1,0
270,120,0,4426,"NA","Reg","Lvl","1Story",6,5,2004,169,"TA",0,186,848,"Ex",848,0,0,848,1,0,1,0,1,"Gd","Typ","Attchd",2,"TA","Y",160,0,0,0,0,"NA",0,5,"Normal",14.3,1,0
272,20,70,8400,"NA","Reg","Lvl","1Story",7,5,2004,109,"TA",0,761,1473,"Ex",1484,0,0,1484,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,35,0,144,0,"NA",0,5,"Normal",21.3,0,0
274,30,67,8777,"NA","Reg","Lvl","1Story",3,6,1945,0,"Gd",0,0,0,"TA",640,0,0,640,0,0,1,0,2,"TA","Min1","Detchd",1,"TA","N",0,0,0,0,0,"NA",0,4,"Normal",8.49,0,0
276,90,75,9825,"NA","Reg","Lvl","1Story",5,5,1965,0,"TA",0,0,0,"TA",1664,0,0,1664,0,0,2,0,4,"TA","Typ","NA",0,"NA","Y",0,0,0,0,0,"NA",0,5,"Normal",10,0,0
277,20,60,10044,"NA","IR1","Low","1Story",5,6,1968,0,"TA",0,126,1196,"TA",1196,0,0,1196,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",257,0,168,0,0,"NA",0,6,"Normal",14.4,0,0
279,80,65,6305,"NA","Reg","Lvl","SLvl",6,6,1975,0,"TA",0,480,1008,"TA",1096,0,0,1096,1,0,1,0,3,"TA","Typ","Detchd",1,"TA","Y",0,0,0,0,0,"NA",0,6,"Normal",12.52,0,0
281,20,64,6410,"NA","Reg","HLS","1Story",4,5,1958,0,"TA",0,960,960,"Ex",960,0,0,960,0,0,1,0,3,"TA","Typ","NA",0,"NA","Y",0,0,0,0,0,"NA",0,5,"Normal",9,0,0
283,50,52,8741,"NA","Reg","Lvl","1.5Fin",6,4,1945,0,"TA",0,641,735,"TA",798,689,0,1487,0,0,1,1,3,"TA","Typ","Detchd",1,"TA","Y",0,140,0,0,0,"NA",0,4,"Normal",11.3,0,0
284,190,60,12180,"NA","Reg","Lvl","1.5Fin",4,4,1941,0,"Fa",0,324,672,"Fa",672,252,0,924,1,0,1,0,2,"Fa","Typ","Detchd",1,"TA","Y",0,0,0,0,0,"NA",0,7,"Normal",8,0,0
287,70,66,6858,"NA","Reg","Bnk","2Story",6,4,1915,0,"TA",0,806,806,"TA",841,806,0,1647,1,0,1,1,4,"Fa","Typ","Detchd",1,"TA","Y",0,66,136,0,0,"NA",0,5,"Normal",12.8,0,0
289,50,50,5000,"Pave","Reg","Lvl","1.5Fin",5,6,1924,0,"TA",0,808,1026,"TA",1026,665,0,1691,0,0,2,0,3,"Gd","Typ","Detchd",1,"TA","Y",0,0,242,0,0,"NA",0,5,"Normal",12.7,0,0
291,90,60,7200,"Pave","Reg","Lvl","2Story",4,6,1967,0,"TA",0,0,0,"TA",862,1788,0,2650,0,0,3,0,6,"TA","Min2","NA",0,"NA","Y",0,0,0,0,0,"Shed",500,2,"Normal",16,0,0
294,50,78,10452,"NA","IR1","Lvl","1.5Fin",7,6,1941,371,"Gd",252,850,1528,"Ex",1225,908,0,2133,1,0,1,1,4,"TA","Typ","Attchd",1,"TA","Y",0,0,86,0,0,"NA",0,7,"Normal",25.75,0,0
295,90,78,15600,"NA","Reg","Lvl","2Story",5,6,1950,430,"Gd",0,657,1032,"Ex",1102,1075,0,2177,0,0,2,1,5,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,3,"Normal",21.5,0,0
297,20,100,17500,"NA","Reg","Lvl","1Story",7,8,1959,0,"Gd",0,496,1902,"TA",1902,0,0,1902,1,0,2,0,3,"Ex","Typ","Attchd",2,"TA","Y",0,207,162,0,0,"NA",0,5,"Normal",33.5,0,0
299,120,35,3907,"NA","IR1","HLS","1Story",8,6,1989,0,"TA",0,235,982,"Gd",1034,0,0,1034,1,0,1,0,1,"Gd","Typ","Attchd",2,"TA","Y",141,36,0,0,0,"NA",0,4,"Normal",18.5,0,0
300,120,35,3907,"NA","IR1","HLS","1Story",8,5,1989,0,"TA",0,1115,1191,"Gd",1191,0,0,1191,0,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",112,81,0,0,0,"NA",0,3,"Normal",16.25,0,0
301,20,100,15602,"NA","IR1","Lvl","1Story",7,8,1959,0,"TA",0,254,1501,"TA",1801,0,0,1801,1,0,2,0,1,"TA","Typ","Attchd",2,"TA","Y",0,54,0,0,161,"NA",0,3,"Normal",28.9,0,0
302,50,40,5436,"NA","Reg","Lvl","1.5Fin",4,8,1922,0,"Gd",0,61,796,"Gd",796,358,0,1154,1,0,1,0,3,"Gd","Typ","Detchd",1,"TA","N",0,96,0,0,0,"NA",0,5,"Normal",12.55,0,0
303,30,58,8154,"NA","Reg","Lvl","1Story",2,5,1941,0,"TA",0,0,480,"TA",540,0,0,540,0,0,1,0,1,"TA","Typ","Detchd",1,"Fa","N",0,0,0,0,0,"NA",0,4,"Normal",8.2,0,0
304,50,50,9140,"NA","Reg","HLS","1.5Fin",6,5,1921,0,"TA",0,321,629,"Fa",727,380,0,1107,0,0,1,0,2,"TA","Typ","Detchd",1,"TA","Y",0,56,0,0,200,"NA",0,4,"Normal",11,0,0
